Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Attività (product.metafields.shopify.activity),Età (product.metafields.shopify.age-group),Stile dello stivale (product.metafields.shopify.boot-style),Istruzioni per la cura (product.metafields.shopify.care-instructions),Tipo di chiusura (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Materiale per calzature (product.metafields.shopify.footwear-material),Tipo di altezza del tacco (product.metafields.shopify.heel-height-type),Stile dell’occasione (product.metafields.shopify.occasion-style),Funzionalità della scarpa (product.metafields.shopify.shoe-features),Vestibilità della scarpa (product.metafields.shopify.shoe-fit),Numero di scarpa (product.metafields.shopify.shoe-size),Stile pantofola (product.metafields.shopify.slipper-style),Stile scarpa da ginnastica (product.metafields.shopify.sneaker-style),Genere di destinazione (product.metafields.shopify.target-gender),Punta della scarpa (product.metafields.shopify.toe-style),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
nike-hot-step-2-drake-nocta-orange,,,,,,,,,42.5,,,,,,,,,0.0,shopify,deny,manual,690.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,,,,,,,,,43,,,,,,,,,0.0,shopify,deny,manual,615.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,,,,,,,,,44,,,,,,,,,0.0,shopify,deny,manual,528.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,,,,,,,,,44.5,,,,,,,,,0.0,shopify,deny,manual,592.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,,,,,,,,,45,,,,,,,,,0.0,shopify,deny,manual,820.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,,,,,,,,,45.5,,,,,,,,,0.0,shopify,deny,manual,722.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,,,,,,,,,46,,,,,,,,,0.0,shopify,deny,manual,585.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
nike-hot-step-2-drake-nocta-orange,,,,,,,,,47,,,,,,,,,0.0,shopify,deny,manual,646.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,JORDAN 4 RARE AIR,"<p><span>Air Jordan 4 Rare Air (2025)</span></p>
<p> </p>
<p><span>Le Air Jordan 4 Rare Air (2025) riportano sotto i riflettori una delle silhouette più iconiche di Jordan Brand, aggiornata con un’estetica contemporanea e dettagli esclusivi. Questa edizione speciale unisce heritage, innovazione e spirito da collezione, dando vita a una sneaker pensata per gli amanti dello streetwear e della sneaker culture più autentica.</span></p>
<p> </p>
<p><span>La tomaia in nubuck nero premium garantisce eleganza e durabilità, arricchita da pannelli in Dark Smoke Grey e accenti Fire Red e Deep Royal Blue che creano un contrasto forte ma equilibrato. La fodera interna blu elettrico e l’intersuola con finitura vintage-aged aggiungono un raffinato richiamo retrò alla storia delle Jordan.</span></p>
<p> </p>
<p><span>Elemento distintivo di questa release è il patch rimovibile sulla linguetta: sotto di esso, in una quantità estremamente limitata, solo il 2% delle paia presenta una scritta dorata esclusiva, rendendo ogni esemplare ancora più prezioso per i collezionisti.</span></p>
<p> </p>
<p><span>Il branding Nike Air sul tallone sottolinea il legame con i modelli storici, mentre la speciale box con il volto di Michael Jordan richiama le confezioni iconiche degli anni ’90 e 2000. Le Air Jordan 4 Rare Air non sono solo una sneaker, ma un vero pezzo da collezione che racchiude stile, storia e passione per il basket e la cultura urbana.</span></p>
<p> </p>
<p><span>Dettagli prodotto</span></p>
<p> </p>
<ul>
<li><span>100% Autentico</span></li>
<li><span>Condizioni: Nuovo</span></li>
<li><span>Vestibilità: leggermente stretta (consigliata mezza taglia in più)</span></li>
<li><span>SKU: FV5029-003</span></li>
<li><span>Data di uscita: Luglio 2025</span></li>
<li><span>Colorway: Black / Fire Red / Deep Royal Blue / Dark Smoke Grey / Tech Grey</span></li>
<li><span>Colore: Nero / Blu / Rosso / Grigio</span></li>
</ul>
<p> </p>
<p> </p>
<p><span>Se vuoi, posso adattarla ancora di più allo stile del tuo brand o renderla più corta per la scheda Shopify.</span></p>",Shoes&clothing_reselling,Apparel & Accessories > Shoes > Sneakers,Sneakers,"""sneakers"", sneakers uomo",true,taglie,35.5,,,,,,,,,0.0,shopify,deny,manual,185.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/C2B6F820-795A-402B-AD97-8CAA6681CE0A.png?v=1769492180,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
jordan-4-rare-air,,,,,,,,,36,,,,,,,,,0.0,shopify,deny,manual,193.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/775F8AEF-7FF5-4739-B685-62EB9BF74DBF.png?v=1769492203,2,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,36.5,,,,,,,,,0.0,shopify,deny,manual,185.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/EDD313FE-31F6-42BA-8A3B-237FA4770997.png?v=1769492223,3,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,37.5,,,,,,,,,0.0,shopify,deny,manual,185.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/088A5AD2-12B8-4C8C-A001-ADB2DB0480D9.png?v=1769492241,4,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,38,,,,,,,,,0.0,shopify,deny,manual,205.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/C6B6BD41-28A1-43CE-8912-011B65A0D0D9.png?v=1769492257,5,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,38.5,,,,,,,,,0.0,shopify,deny,manual,205.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/F4538DD8-FEAA-433C-AE07-E535E941DA9F.png?v=1769492273,6,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,39,,,,,,,,,0.0,shopify,deny,manual,205.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,40,,,,,,,,,0.0,shopify,deny,manual,205.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,40.5,,,,,,,,,0.0,shopify,deny,manual,247.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,41,,,,,,,,,0.0,shopify,deny,manual,215.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,42,,,,,,,,,0.0,shopify,deny,manual,247.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,42.5,,,,,,,,,0.0,shopify,deny,manual,247.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,43,,,,,,,,,0.0,shopify,deny,manual,236.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,44,,,,,,,,,0.0,shopify,deny,manual,236.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,44.5,,,,,,,,,0.0,shopify,deny,manual,236.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,45,,,,,,,,,0.0,shopify,deny,manual,236.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,45.5,,,,,,,,,0.0,shopify,deny,manual,225.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,46,,,,,,,,,0.0,shopify,deny,manual,225.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-rare-air,,,,,,,,,47,,,,,,,,,0.0,shopify,deny,manual,225.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-metallic-gold,JORDAN 4 METALLIC GOLD,"<p><span>Air Jordan 4 Metallic Gold</span></p>
<p> </p>
<p><span>Le Air Jordan 4 Metallic Gold uniscono l’iconico design Jordan a dettagli raffinati in oro metallizzato, per un look elegante e deciso. La tomaia in pelle premium garantisce comfort e resistenza, mentre l’unità Air visibile assicura un’ammortizzazione ottimale per l’uso quotidiano.</span></p>
<p> </p>
<p><span>Ideali per chi cerca una sneaker esclusiva, perfetta sia per outfit streetwear che più ricercati </span></p>
<ul>
<li data-start=""1426"" data-end=""1617""><strong data-start=""1554"" data-end=""1569"">100% Autentico</strong></li>
<li data-start=""1426"" data-end=""1617"">
<strong data-start=""1554"" data-end=""1569"">Condizioni:</strong> Nuovo con scatola</li>
<li data-start=""1426"" data-end=""1617"">
<strong data-start=""1590"" data-end=""1606"">Vestibilità:</strong> Leggermente stretta (selezionare mezza taglia in più)</li>
<li data-start=""1426"" data-end=""1617"">
<strong data-start=""1426"" data-end=""1434"">SKU:</strong> AQ9129-170</li>
<li data-start=""1426"" data-end=""1617"">
<strong data-start=""1448"" data-end=""1467"">Data di uscita:</strong> Marzo 2024</li>
<li data-start=""1426"" data-end=""1617"">
<strong data-start=""1481"" data-end=""1494"">Colorway:</strong> White / Metallic Gold – White</li>
<li data-start=""1426"" data-end=""1617"">
<strong data-start=""1527"" data-end=""1538"">Colore:</strong> Bianco / Oro</li>
</ul>",Shoes&clothing_reselling,Apparel & Accessories > Shoes > Sneakers,Sneakers,"""sneakers"", Sneakers&shoes Donna, “sneakers donna”",true,taglie,35.5,,,,,,,,,0.0,shopify,deny,manual,290.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/A992C2FC-0C76-48C6-9B22-53A28D7747D6.jpg?v=1769491785,1,"",false,,,basket; universale,adulti,,,allaccio,bianco,pelle,piatto,,con-imbottitura; leggero,regular,40,,,unisex,rotondo,,kg,,,active
jordan-4-metallic-gold,,,,,,,,,36,,,,,,,,,0.0,shopify,deny,manual,344.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/7BD3E35D-1EAC-4C5B-9769-0ECDC9065C57.jpg?v=1769491785,2,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-metallic-gold,,,,,,,,,36.5,,,,,,,,,0.0,shopify,deny,manual,344.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/539C1CAF-FBCF-412A-9559-8B6A0E7FC437.jpg?v=1769491785,3,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-metallic-gold,,,,,,,,,37.5,,,,,,,,,0.0,shopify,deny,manual,315.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/074542ED-0DE9-43A7-82E0-EDDD966B6566.jpg?v=1769491784,4,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-metallic-gold,,,,,,,,,38,,,,,,,,,0.0,shopify,deny,manual,322.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-metallic-gold,,,,,,,,,38.5,,,,,,,,,0.0,shopify,deny,manual,335.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-metallic-gold,,,,,,,,,39,,,,,,,,,0.0,shopify,deny,manual,345.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-metallic-gold,,,,,,,,,40,,,,,,,,,0.0,shopify,deny,manual,345.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-metallic-gold,,,,,,,,,40.5,,,,,,,,,0.0,shopify,deny,manual,345.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-metallic-gold,,,,,,,,,41,,,,,,,,,0.0,shopify,deny,manual,410.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-metallic-gold,,,,,,,,,42,,,,,,,,,0.0,shopify,deny,manual,355.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-metallic-gold,,,,,,,,,42.5,,,,,,,,,0.0,shopify,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-metallic-gold,,,,,,,,,43,,,,,,,,,0.0,shopify,deny,manual,315.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-metallic-gold,,,,,,,,,44,,,,,,,,,0.0,shopify,deny,manual,305.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-4-metallic-gold,,,,,,,,,44.5,,,,,,,,,0.0,shopify,deny,manual,389.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-denim-1,Jordan 1 High Denim 1,"<p data-start=""93"" data-end=""116""><strong data-start=""93"" data-end=""116"">Jordan 1 High Denim</strong></p>
<p data-start=""118"" data-end=""372"">Le <strong data-start=""121"" data-end=""148"">Air Jordan 1 High Denim</strong> uniscono l’iconico design Jordan a dettagli in <strong data-start=""196"" data-end=""213"">denim premium</strong>, creando una sneaker unica e di forte impatto. La tomaia combina <strong data-start=""279"" data-end=""320"">pelle di alta qualità e tessuto denim</strong>, offrendo uno stile streetwear ricercato e moderno.</p>
<p data-start=""374"" data-end=""629"">La classica silhouette High garantisce <strong data-start=""413"" data-end=""439"">supporto alla caviglia</strong>, mentre l’intersuola con <strong data-start=""465"" data-end=""478"">unità Air</strong> assicura comfort e ammortizzazione ideali per l’uso quotidiano. La suola in gomma offre <strong data-start=""567"" data-end=""599"">ottima trazione e resistenza</strong>, perfetta per ogni occasione.</p>
<p data-start=""631"" data-end=""759"">Perfette per chi vuole distinguersi, le Jordan 1 High Denim sono un must-have per <strong data-start=""713"" data-end=""758"">collezionisti e amanti dello street style</strong>.</p>
<p data-start=""761"" data-end=""774""><strong data-start=""761"" data-end=""774"">Dettagli:</strong></p>
<ul data-start=""775"" data-end=""941"">
<li data-start=""775"" data-end=""805"">
<p data-start=""777"" data-end=""805"">Modello: Air Jordan 1 High</p>
</li>
<li data-start=""806"" data-end=""829"">
<p data-start=""808"" data-end=""829"">Colore: Denim / Blu</p>
</li>
<li data-start=""830"" data-end=""866"">
<p data-start=""832"" data-end=""866"">Materiali: Pelle premium e denim</p>
</li>
<li data-start=""867"" data-end=""886"">
<p data-start=""869"" data-end=""886"">Chiusura: Lacci</p>
</li>
<li data-start=""887"" data-end=""915"">
<p data-start=""889"" data-end=""915"">Suola: Gomma antiscivolo</p>
</li>
<li data-start=""916"" data-end=""941"">
<p data-start=""918"" data-end=""941"">Vestibilità: Regolare</p>
</li>
</ul>
<p data-start=""943"" data-end=""985"">🔥 <strong data-start=""946"" data-end=""985"">Sneaker iconica dal carattere unico</strong></p>",Shoes&clothing_reselling,Apparel & Accessories > Shoes > Sneakers,Sneakers,"""sneakers"", Sneakers&shoes Donna, “sneakers donna”",true,taglia,35.5,,,,,,,,,0.0,shopify,deny,manual,345.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/Jordan1HighDenim1_18f42ca5-e3c8-415d-a9b3-0a616a8d3d02.webp?v=1769551849,1,"",false,Jordan 1 High Denim 1 - Sneaker Premium,Acquista le Jordan 1 High Denim 1. Sneaker premium in denim di alta qualità. Disponibili in varie taglie.,universale,adulti; adolescenti,,,allaccio,blu,pelle; gomma,piatto,casual,con-imbottitura; resistente-allo-scivolamento; leggero,regular,42; 36,,moda; in-cima,unisex; femmina,rotondo,,kg,,,active
jordan-1-high-denim-1,,,,,,,,,36,,,,,,,,,0.0,shopify,deny,manual,355.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/Jordan1HighDenim_64773b84-40bb-428c-b827-0a1038864b05.webp?v=1769551849,2,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-denim-1,,,,,,,,,36.5,,,,,,,,,0.0,shopify,deny,manual,409.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/Jordan1HighDenim2_8cf7c887-6914-44f0-8364-2cec760818e9.webp?v=1769551850,3,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-denim-1,,,,,,,,,37.5,,,,,,,,,0.0,shopify,deny,manual,388.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/Jordan1HighDenim3_d5f7b93f-9320-4bb5-8dc1-e2a38170d58d.webp?v=1769551849,4,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-denim-1,,,,,,,,,38,,,,,,,,,0.0,shopify,deny,manual,453.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-denim-1,,,,,,,,,38.5,,,,,,,,,0.0,shopify,deny,manual,465.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-denim-1,,,,,,,,,39,,,,,,,,,0.0,shopify,deny,manual,485.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-denim-1,,,,,,,,,40,,,,,,,,,0.0,shopify,deny,manual,571.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-denim-1,,,,,,,,,40.5,,,,,,,,,0.0,shopify,deny,manual,506.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-denim-1,,,,,,,,,41,,,,,,,,,0.0,shopify,deny,manual,378.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-denim-1,,,,,,,,,42,,,,,,,,,0.0,shopify,deny,manual,430.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-denim-1,,,,,,,,,42.5,,,,,,,,,0.0,shopify,deny,manual,247.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-denim-1,,,,,,,,,43,,,,,,,,,0.0,shopify,deny,manual,345.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-denim-1,,,,,,,,,44,,,,,,,,,0.0,shopify,deny,manual,225.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-denim-1,,,,,,,,,44.5,,,,,,,,,0.0,shopify,deny,manual,247.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,Jordan 1 High Lost And Found,"<p data-start=""163"" data-end=""523"">Le <strong data-start=""166"" data-end=""202"">Air Jordan 1 High Lost and Found</strong> rivisitano la storica colorway <em data-start=""234"" data-end=""243"">Chicago</em> celebrando l’eredità delle prime Jordan attraverso un’estetica vintage ricca di dettagli narrativi. Questa release del <strong data-start=""363"" data-end=""371"">2022</strong> rende omaggio al modello originale del <strong data-start=""411"" data-end=""419"">1985</strong>, immaginando una sneaker ritrovata in un vecchio magazzino, segnata dal tempo ma carica di significato.</p>
<p data-start=""525"" data-end=""1029"">La tomaia è realizzata in <strong data-start=""551"" data-end=""578"">pelle bianca screpolata</strong>, abbinata a sovrapposizioni in <strong data-start=""610"" data-end=""625"">Varsity Red</strong> e dettagli <strong data-start=""637"" data-end=""645"">neri</strong> su Swoosh e colletto, fedeli al design iconico originale. Il colletto con finitura invecchiata e l’<strong data-start=""745"" data-end=""772"">intersuola color avorio</strong> accentuano il look vissuto, mentre la <strong data-start=""811"" data-end=""835"">suola in gomma rossa</strong> mantiene intatto il DNA classico della Jordan 1. Il tutto è completato da un <strong data-start=""913"" data-end=""935"">packaging speciale</strong> con scatola dal design vintage e ricevuta retrò, per un’esperienza autenticamente nostalgica.</p>
<p data-start=""1031"" data-end=""1285"">Le Jordan 1 High Lost and Found rappresentano un perfetto equilibrio tra <strong data-start=""1104"" data-end=""1126"">storia e modernità</strong>, diventando un pezzo imprescindibile per <strong data-start=""1168"" data-end=""1219"">collezionisti e appassionati di sneaker culture</strong>, grazie all’elevata cura dei dettagli e al loro valore simbolico.</p>
<p data-start=""1287"" data-end=""1309""><strong data-start=""1287"" data-end=""1309"">Dettagli prodotto:</strong></p>
<ul data-start=""1310"" data-end=""1528"">
<li data-start=""1310"" data-end=""1328"">
<p data-start=""1312"" data-end=""1328"">100% Autentico</p>
</li>
<li data-start=""1329"" data-end=""1362"">
<p data-start=""1331"" data-end=""1362"">Condizioni: Nuovo con scatola</p>
</li>
<li data-start=""1363"" data-end=""1388"">
<p data-start=""1365"" data-end=""1388"">Vestibilità: Regolare</p>
</li>
<li data-start=""1389"" data-end=""1408"">
<p data-start=""1391"" data-end=""1408"">SKU: DZ5485-612</p>
</li>
<li data-start=""1409"" data-end=""1444"">
<p data-start=""1411"" data-end=""1444"">Data di rilascio: Novembre 2022</p>
</li>
<li data-start=""1445"" data-end=""1494"">
<p data-start=""1447"" data-end=""1494"">Colorway: Varsity Red / Black – Sail – Muslin</p>
</li>
<li data-start=""1495"" data-end=""1528"">
<p data-start=""1497"" data-end=""1528"">Colore: Rosso / Nero / Bianco</p>
</li>
</ul>",Shoes&clothing_reselling,Apparel & Accessories > Shoes > Sneakers,Sneakers,"""sneakers"", sneakers uomo",true,taglie,35.5,,,,,,,,,0.0,shopify,deny,manual,290.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/Jordan1HighLostAndFound.webp?v=1769553552,1,"",false,,,,,,,,,,,,,,,,,,,,kg,,,active
jordan-1-high-lost-and-found,,,,,,,,,36,,,,,,,,,0.0,shopify,deny,manual,290.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/Jordan1HighLostAndFound1.webp?v=1769553552,2,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,36.5,,,,,,,,,0.0,shopify,deny,manual,245.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/Jordan1HighLostAndFound3.webp?v=1769553552,3,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,37.5,,,,,,,,,0.0,shopify,deny,manual,214.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0970/8027/9414/files/Jordan1HighLostAndFound4.webp?v=1769553552,4,"",,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,38,,,,,,,,,0.0,shopify,deny,manual,376.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,38.5,,,,,,,,,0.0,shopify,deny,manual,300.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,39,,,,,,,,,0.0,shopify,deny,manual,312.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,40,,,,,,,,,0.0,shopify,deny,manual,312.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,40.5,,,,,,,,,0.0,shopify,deny,manual,355.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,41,,,,,,,,,0.0,shopify,deny,manual,322.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,42,,,,,,,,,0.0,shopify,deny,manual,333.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,42.5,,,,,,,,,0.0,shopify,deny,manual,355.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,43,,,,,,,,,0.0,shopify,deny,manual,333.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,44,,,,,,,,,0.0,shopify,deny,manual,376.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,44.5,,,,,,,,,0.0,shopify,deny,manual,376.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,45,,,,,,,,,0.0,shopify,deny,manual,376.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,45.5,,,,,,,,,0.0,shopify,deny,manual,398.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,46,,,,,,,,,0.0,shopify,deny,manual,387.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,47,,,,,,,,,0.0,shopify,deny,manual,430.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,47.5,,,,,,,,,0.0,shopify,deny,manual,387.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
jordan-1-high-lost-and-found,,,,,,,,,48.5,,,,,,,,,0.0,shopify,deny,manual,376.00,,true,true,,,,,"",,,,,,,,,,,,,,,,,,,,,,,,kg,,,
